movieId,tagId,relevance
1,1,0.03199999999999997
1,2,0.022249999999999992
1,3,0.07
1,4,0.059
1,5,0.123
1,6,0.131
1,7,0.06175000000000003
1,8,0.1955
1,9,0.26625
1,10,0.032999999999999974
1,11,0.568
1,12,0.137
1,13,0.249
1,14,0.006500000000000006
1,15,0.02174999999999999
1,16,0.17975000000000002
1,17,0.014000000000000012
1,18,0.07574999999999998
1,19,0.65925
1,20,0.3025
1,21,0.2985
1,22,0.26775000000000004
1,23,0.04899999999999999
1,24,0.015249999999999986
1,25,0.07800000000000001
1,26,0.07524999999999998
1,27,0.23375
1,28,0.07224999999999998
1,29,0.8947499999999999
1,30,0.6765
1,31,0.035750000000000004
1,32,0.15100000000000002
1,33,0.34624999999999995
1,34,0.049750000000000016
1,35,0.036250000000000004
1,36,0.16199999999999998
1,37,0.10449999999999998
1,38,0.01150000000000001
1,39,0.017000000000000015
1,40,0.01150000000000001
1,41,0.013500000000000012
1,42,0.03325
1,43,0.30674999999999997
1,44,0.01974999999999999
1,45,0.30025
1,46,0.18125000000000002
1,47,0.00874999999999998
1,48,0.14150000000000001
1,49,0.277
1,50,0.1285
1,51,0.274
1,52,0.14725
1,53,0.181
1,54,0.21350000000000002
1,55,0.25249999999999995
1,56,0.01050000000000001
1,57,0.02124999999999999
1,58,0.04075000000000001
1,59,0.09825
1,60,0.03225
1,61,0.62225
1,62,0.5755
1,63,0.956
1,64,0.9862500000000001
1,65,0.22399999999999998
1,66,0.02174999999999999
1,67,0.12425000000000003
1,68,0.03475
1,69,0.016749999999999987
1,70,0.057750000000000024
1,71,0.014749999999999985
1,72,0.01924999999999999
1,73,0.0685
1,74,0.01150000000000001
1,75,0.22775
1,76,0.017249999999999988
1,77,0.058750000000000024
1,78,0.05499999999999999
1,79,0.31899999999999995
1,80,0.025749999999999995
1,81,0.07924999999999999
1,82,0.10899999999999999
1,83,0.043999999999999984
1,84,0.268
1,85,0.07574999999999998
1,86,0.42174999999999996
1,87,0.046999999999999986
1,88,0.005249999999999977
1,89,0.006249999999999978
1,90,0.05475000000000002
1,91,0.03375
1,92,0.02124999999999999
1,93,0.37649999999999995
1,94,0.37075
1,95,0.07150000000000001
1,96,0.08024999999999999
1,97,0.069
1,98,0.046999999999999986
1,99,0.09425
1,100,0.09749999999999998
1,101,0.04375000000000001
1,102,0.009749999999999981
1,103,0.006249999999999978
1,104,0.0040000000000000036
1,105,0.027249999999999996
1,106,0.009749999999999981
1,107,0.15725
1,108,0.030500000000000027
1,109,0.16399999999999998
1,110,0.06524999999999997
1,111,0.057750000000000024
1,112,0.012249999999999983
1,113,0.48775
1,114,0.014000000000000012
1,115,0.1325
1,116,0.015249999999999986
1,117,0.0040000000000000036
1,118,0.034999999999999976
1,119,0.003249999999999975
1,120,0.27649999999999997
1,121,0.30274999999999996
1,122,0.22825
1,123,0.006000000000000005
1,124,0.05375000000000002
1,125,0.048250000000000015
1,126,0.07824999999999999
1,127,0.05025000000000002
1,128,0.24175000000000002
1,129,0.3125
1,130,0.02100000000000002
1,131,0.019000000000000017
1,132,0.33799999999999997
1,133,0.09899999999999998
1,134,0.04199999999999998
1,135,0.058499999999999996
1,136,0.10575000000000001
1,137,0.08300000000000002
1,138,0.31675
1,139,0.024249999999999994
1,140,0.10399999999999998
1,141,0.10925000000000001
1,142,0.01100000000000001
1,143,0.15500000000000003
1,144,0.0695
1,145,0.06175000000000003
1,146,0.08450000000000002
1,147,0.03175
1,148,0.035250000000000004
1,149,0.07724999999999999
1,150,0.020500000000000018
1,151,0.046750000000000014
1,152,0.08975
1,153,0.03925000000000001
1,154,0.20825
1,155,0.05425000000000002
1,156,0.045499999999999985
1,157,0.035999999999999976
1,158,0.014749999999999985
1,159,0.016500000000000015
1,160,0.16675
1,161,0.016000000000000014
1,162,0.1965
1,163,0.0685
1,164,0.21175
1,165,0.05375000000000002
1,166,0.00874999999999998
1,167,0.19274999999999998
1,168,0.04325000000000001
1,169,0.26849999999999996
1,170,0.6235
1,171,0.10275000000000001
1,172,0.5765
1,173,0.08900000000000002
1,174,0.024749999999999994
1,175,0.21675
1,176,0.11499999999999999
1,177,0.04099999999999998
1,178,0.027500000000000024
1,179,0.0615
1,180,0.016000000000000014
1,181,0.045999999999999985
1,182,0.07600000000000001
1,183,0.07874999999999999
1,184,0.015000000000000013
1,185,0.15150000000000002
1,186,0.94625
1,187,0.01100000000000001
1,188,0.521
1,189,0.07624999999999998
1,190,0.03125
1,191,0.131
1,192,0.274
1,193,0.8107500000000001
1,194,0.21450000000000002
1,195,0.51775
1,196,0.0695
1,197,0.02200000000000002
1,198,0.06874999999999998
1,199,0.11249999999999999
1,200,0.022249999999999992
1,201,0.05299999999999999
1,202,0.01924999999999999
1,203,0.9312499999999999
1,204,0.95675
1,205,0.026500000000000024
1,206,0.11399999999999999
1,207,0.018500000000000016
1,208,0.017000000000000015
1,209,0.008500000000000008
1,210,0.044999999999999984
1,211,0.018500000000000016
1,212,0.20900000000000002
1,213,0.03225
1,214,0.024749999999999994
1,215,0.8267500000000001
1,216,0.24875000000000003
1,217,0.02024999999999999
1,218,0.18125000000000002
1,219,0.015249999999999986
1,220,0.7985
1,221,0.07774999999999999
1,222,0.09725
1,223,0.05375000000000002
1,224,0.03849999999999998
1,225,0.007500000000000007
1,226,0.08200000000000002
1,227,0.09375
1,228,0.057499999999999996
1,229,0.66375
1,230,0.607
1,231,0.10175000000000001
1,232,0.04299999999999998
1,233,0.08750000000000002
1,234,0.060750000000000026
1,235,0.27149999999999996
1,236,0.16825
1,237,0.02350000000000002
1,238,0.269
1,239,0.1275
1,240,0.3175
1,241,0.07274999999999998
1,242,0.15125
1,243,0.14075
1,244,0.99875
1,245,0.03149999999999997
1,246,0.35775
1,247,0.028749999999999998
1,248,0.05075000000000002
1,249,0.033499999999999974
1,250,0.02100000000000002
1,251,0.181
1,252,0.0595
1,253,0.04299999999999998
1,254,0.016500000000000015
1,255,0.5305
1,256,0.08224999999999999
1,257,0.034999999999999976
1,258,0.29674999999999996
1,259,0.048250000000000015
1,260,0.367
1,261,0.022249999999999992
1,262,0.03199999999999997
1,263,0.019000000000000017
1,264,0.05275000000000002
1,265,0.07800000000000001
1,266,0.6575
1,267,0.12974999999999998
1,268,0.06474999999999997
1,269,0.22049999999999997
1,270,0.35250000000000004
1,271,0.046999999999999986
1,272,0.31625000000000003
1,273,0.02074999999999999
1,274,0.18924999999999997
1,275,0.49675
1,276,0.42125
1,277,0.37825
1,278,0.8025
1,279,0.79525
1,280,0.019500000000000017
1,281,0.015500000000000014
1,282,0.16599999999999998
1,283,0.027500000000000024
1,284,0.02124999999999999
1,285,0.11525000000000002
1,286,0.08250000000000002
1,287,0.05475000000000002
1,288,0.11649999999999999
1,289,0.07124999999999998
1,290,0.011249999999999982
1,291,0.012249999999999983
1,292,0.16449999999999998
1,293,0.08224999999999999
1,294,0.045499999999999985
1,295,0.006500000000000006
1,296,0.0665
1,297,0.38075000000000003
1,298,0.08625
1,299,0.43425
1,300,0.031000000000000028
1,301,0.014500000000000013
1,302,0.68625
1,303,0.10249999999999998
1,304,0.475
1,305,0.35824999999999996
1,306,0.13124999999999998
1,307,0.01200000000000001
1,308,0.06424999999999997
1,309,0.8025
1,310,0.89025
1,311,0.21625
1,312,0.11575000000000002
1,313,0.09250000000000003
1,314,0.16175
1,315,0.03475
1,316,0.35824999999999996
1,317,0.1225
1,318,0.045499999999999985
1,319,0.17975000000000002
1,320,0.07524999999999998
1,321,0.02300000000000002
1,322,0.13624999999999998
1,323,0.33525000000000005
1,324,0.3085
1,325,0.10349999999999998
1,326,0.25025
1,327,0.2
1,328,0.26749999999999996
1,329,0.05399999999999999
1,330,0.048250000000000015
1,331,0.025749999999999995
1,332,0.045999999999999985
1,333,0.03799999999999998
1,334,0.46975
1,335,0.16949999999999998
1,336,0.04949999999999999
1,337,0.05399999999999999
1,338,0.44775
1,339,0.067
1,340,0.00874999999999998
1,341,0.11025000000000001
1,342,0.05499999999999999
1,343,0.131
1,344,0.1375
1,345,0.25649999999999995
1,346,0.03275
1,347,0.007000000000000006
1,348,0.61875
1,349,0.060750000000000026
1,350,0.11775000000000002
1,351,0.22899999999999998
1,352,0.029500000000000026
1,353,0.33175
1,354,0.09325
1,355,0.65775
1,356,0.33925000000000005
1,357,0.07924999999999999
1,358,0.11149999999999999
1,359,0.12974999999999998
1,360,0.07200000000000001
1,361,0.07350000000000001
1,362,0.21350000000000002
1,363,0.058499999999999996
1,364,0.54725
1,365,0.5335
1,366,0.22299999999999998
1,367,0.539
1,368,0.29225
1,369,0.038250000000000006
1,370,0.07724999999999999
1,371,0.377
1,372,0.236
1,373,0.016000000000000014
1,374,0.82775
1,375,0.12974999999999998
1,376,0.13124999999999998
1,377,0.527
1,378,0.4365
1,379,0.08250000000000002
1,380,0.08200000000000002
1,381,0.09025
1,382,0.48924999999999996
1,383,0.03199999999999997
1,384,0.04225000000000001
1,385,0.17099999999999999
1,386,0.07650000000000001
1,387,0.683
1,388,0.7885
1,389,0.33899999999999997
1,390,0.25275000000000003
1,391,0.27925
1,392,0.007749999999999979
1,393,0.1365
1,394,0.03149999999999997
1,395,0.14350000000000002
1,396,0.246
1,397,0.13024999999999998
1,398,0.04475000000000001
1,399,0.030000000000000027
1,400,0.015500000000000014
1,401,0.30325
1,402,0.09225
1,403,0.1965
1,404,0.029500000000000026
1,405,0.045499999999999985
1,406,0.345
1,407,0.047750000000000015
1,408,0.034499999999999975
1,409,0.03899999999999998
1,410,0.07674999999999998
1,411,0.03999999999999998
1,412,0.917
1,413,0.09100000000000003
1,414,0.8494999999999999
1,415,0.8095000000000001
1,416,0.05499999999999999
1,417,0.60275
1,418,0.14525
1,419,0.14125
1,420,0.4145
1,421,0.028249999999999997
1,422,0.1195
1,423,0.10075
1,424,0.22699999999999998
1,425,0.04149999999999998
1,426,0.13024999999999998
1,427,0.183
1,428,0.06274999999999997
1,429,0.028000000000000025
1,430,0.09399999999999997
1,431,0.09775
1,432,0.03149999999999997
1,433,0.08500000000000002
1,434,0.02975
1,435,0.033499999999999974
1,436,0.1205
1,437,0.10025
1,438,0.017249999999999988
1,439,0.23175
1,440,0.027749999999999997
1,441,0.044499999999999984
1,442,0.058499999999999996
1,443,0.16649999999999998
1,444,0.025249999999999995
1,445,0.8382499999999999
1,446,0.34199999999999997
1,447,0.5265
1,448,0.26049999999999995
1,449,0.38425
1,450,0.06225000000000003
1,451,0.5305
1,452,0.65475
1,453,0.40075000000000005
1,454,0.36950000000000005
1,455,0.22999999999999998
1,456,0.022749999999999992
1,457,0.02350000000000002
1,458,0.14650000000000002
1,459,0.024249999999999994
1,460,0.03149999999999997
1,461,0.11099999999999999
1,462,0.08350000000000002
1,463,0.04125000000000001
1,464,0.8254999999999999
1,465,0.40525
1,466,0.08675
1,467,0.2495
1,468,0.7035
1,469,0.909
1,470,0.14200000000000002
1,471,0.47975
1,472,0.66075
1,473,0.1395
1,474,0.23025
1,475,0.15175
1,476,0.007500000000000007
1,477,0.037750000000000006
1,478,0.118
1,479,0.026749999999999996
1,480,0.00874999999999998
1,481,0.43674999999999997
1,482,0.04949999999999999
1,483,0.05025000000000002
1,484,0.03199999999999997
1,485,0.023249999999999993
1,486,0.045999999999999985
1,487,0.010749999999999982
1,488,0.006249999999999978
1,489,0.0027499999999999747
1,490,0.6025
1,491,0.034999999999999976
1,492,0.012249999999999983
1,493,0.30900000000000005
1,494,0.016500000000000015
1,495,0.09425
1,496,0.4355
1,497,0.8765000000000001
1,498,0.0695
1,499,0.016749999999999987
1,500,0.13174999999999998
1,501,0.01100000000000001
1,502,0.131
1,503,0.04899999999999999
1,504,0.81575
1,505,0.32075
1,506,0.14350000000000002
1,507,0.055499999999999994
1,508,0.10649999999999998
1,509,0.09975
1,510,0.059250000000000025
1,511,0.025500000000000023
1,512,0.13674999999999998
1,513,0.07024999999999998
1,514,0.02024999999999999
1,515,0.01150000000000001
1,516,0.057999999999999996
1,517,0.02975
1,518,0.022749999999999992
1,519,0.50575
1,520,0.02124999999999999
1,521,0.013500000000000012
1,522,0.056999999999999995
1,523,0.04575000000000001
1,524,0.11725000000000002
1,525,0.046999999999999986
1,526,0.10899999999999999
1,527,0.25575000000000003
1,528,0.44599999999999995
1,529,0.55125
1,530,0.05349999999999999
1,531,0.51775
1,532,0.34025000000000005
1,533,0.030000000000000027
1,534,0.03749999999999998
1,535,0.58
1,536,0.94075
1,537,0.05049999999999999
1,538,0.03799999999999998
1,539,0.015749999999999986
1,540,0.124
1,541,0.01050000000000001
1,542,0.017500000000000016
1,543,0.14150000000000001
1,544,0.0635
1,545,0.0625
1,546,0.06324999999999997
1,547,0.1295
1,548,0.35850000000000004
1,549,0.249
1,550,0.14925
1,551,0.24675000000000002
1,552,0.055499999999999994
1,553,0.44275
1,554,0.65425
1,555,0.11549999999999999
1,556,0.06424999999999997
1,557,0.14575
1,558,0.127
1,559,0.007749999999999979
1,560,0.012249999999999983
1,561,0.0040000000000000036
1,562,0.03925000000000001
1,563,0.018000000000000016
1,564,0.21250000000000002
1,565,0.187
1,566,0.05725000000000002
1,567,0.07724999999999999
1,568,0.16649999999999998
1,569,0.04575000000000001
1,570,0.01150000000000001
1,571,0.016000000000000014
1,572,0.02174999999999999
1,573,0.007000000000000006
1,574,0.01874999999999999
1,575,0.019000000000000017
1,576,0.019000000000000017
1,577,0.007749999999999979
1,578,0.055499999999999994
1,579,0.05449999999999999
1,580,0.05225000000000002
1,581,0.11299999999999999
1,582,0.045499999999999985
1,583,0.07200000000000001
1,584,0.14400000000000002
1,585,0.27575000000000005
1,586,0.05299999999999999
1,587,0.08174999999999999
1,588,0.9790000000000001
1,589,0.98525
1,590,0.025500000000000023
1,591,0.011249999999999982
1,592,0.06674999999999998
1,593,0.005500000000000005
1,594,0.03949999999999998
1,595,0.02350000000000002
1,596,0.069
1,597,0.04575000000000001
1,598,0.04125000000000001
1,599,0.019500000000000017
1,600,0.3015
1,601,0.19324999999999998
1,602,0.617
1,603,0.8640000000000001
1,604,0.14725
1,605,0.04175000000000001
1,606,0.14225
1,607,0.03225
1,608,0.10799999999999998
1,609,0.19174999999999998
1,610,0.43125
1,611,0.060750000000000026
1,612,0.04949999999999999
1,613,0.32999999999999996
1,614,0.39375000000000004
1,615,0.07374999999999998
1,616,0.09175
1,617,0.013749999999999984
1,618,0.026749999999999996
1,619,0.18375000000000002
1,620,0.16249999999999998
1,621,0.08100000000000002
1,622,0.01200000000000001
1,623,0.23775000000000002
1,624,0.037750000000000006
1,625,0.08900000000000002
1,626,0.027500000000000024
1,627,0.09925
1,628,0.00874999999999998
1,629,0.06674999999999998
1,630,0.07074999999999998
1,631,0.0625
1,632,0.02074999999999999
1,633,0.005749999999999977
1,634,0.581
1,635,0.046750000000000014
1,636,0.00824999999999998
1,637,0.03799999999999998
1,638,0.03849999999999998
